id,dom_ok,mltask_ok,causa_provavel
A33US1Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US3Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US4Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US6Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A33US7Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US8Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A33US1Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US2Ll,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A33US3Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A33US4Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A33US5Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US6Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US7Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A33US8Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A33US9Ll,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A33US10Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US1O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US2O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A33US4O1,Nao,Nao,erro de DOMINIO (estagio 1)
A33US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A33US6O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A33US7O1,Nao,Sim,erro de DOMINIO (estagio 1)
A33US8O1,Nao,Nao,erro de DOMINIO (estagio 1)
A33US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A33US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
A34US1Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A34US2Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A34US3Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A34US4Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A34US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A34US6Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A34US7Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A34US8Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A34US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A34US10Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A34US1Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A34US2Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US3Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US4Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US5Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US6Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US7Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US8Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US9Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A34US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A34US1O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US2O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US3O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A34US4O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US5O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US6O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A34US8O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US9O1,Nao,Sim,erro de DOMINIO (estagio 1)
A34US10O1,Nao,Sim,erro de DOMINIO (estagio 1)
A35US1Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US3Ge,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A35US4Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US6Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US7Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US8Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US9Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A35US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A35US1Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US2Ll,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A35US3Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US4Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A35US5Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US6Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US7Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US8Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A35US9Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A35US1O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US2O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US4O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US6O1,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A35US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US8O1,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A35US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A35US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
A36US1Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A36US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A36US3Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A36US4Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A36US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A36US6Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A36US7Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A36US8Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A36US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A36US10Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A36US1Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A36US2Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A36US3Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A36US4Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A36US5Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A36US6Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A36US7Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A36US8Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A36US9Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A36US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A36US1O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A36US2O1,Nao,Nao,erro de DOMINIO (estagio 1)
A36US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A36US4O1,Nao,Sim,erro de DOMINIO (estagio 1)
A36US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A36US6O1,Nao,Nao,erro de DOMINIO (estagio 1)
A36US7O1,Nao,Sim,erro de DOMINIO (estagio 1)
A36US8O1,Nao,Sim,erro de DOMINIO (estagio 1)
A36US9O1,Nao,Sim,erro de DOMINIO (estagio 1)
A36US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
A37US1Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A37US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A37US3Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A37US4Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A37US5Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A37US6Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A37US7Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A37US8Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A37US9Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A37US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A37US1Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US2Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US3Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US4Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US5Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US6Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A37US7Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US8Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A37US9Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A37US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A37US1O1,Nao,Nao,erro de DOMINIO (estagio 1)
A37US2O1,Nao,Sim,erro de DOMINIO (estagio 1)
A37US3O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A37US4O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A37US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A37US6O1,Nao,Sim,erro de DOMINIO (estagio 1)
A37US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A37US8O1,Nao,Sim,erro de DOMINIO (estagio 1)
A37US9O1,Nao,Sim,erro de DOMINIO (estagio 1)
A37US10O1,Nao,Sim,erro de DOMINIO (estagio 1)
A38US1Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A38US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A38US3Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A38US4Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A38US5Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A38US6Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A38US7Ge,Sim,Sim,dominio e task ok -> diferenca vem do MAPPING (estagio 3)
A38US8Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A38US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A38US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A38US1Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US2Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A38US3Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A38US4Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US5Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US6Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US7Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US8Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US9Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A38US1O1,Nao,Sim,erro de DOMINIO (estagio 1)
A38US2O1,Nao,Nao,erro de DOMINIO (estagio 1)
A38US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A38US4O1,Nao,Sim,erro de DOMINIO (estagio 1)
A38US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A38US6O1,Nao,Nao,erro de DOMINIO (estagio 1)
A38US7O1,Nao,Sim,erro de DOMINIO (estagio 1)
A38US8O1,Nao,Nao,erro de DOMINIO (estagio 1)
A38US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A38US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
A39US1Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US2Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US3Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US4Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US5Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US6Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US7Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A39US8Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US9Ge,Nao,Sim,erro de DOMINIO (estagio 1)
A39US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A39US1Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US2Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US3Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A39US4Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US5Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US6Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A39US7Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US8Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US9Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A39US10Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US1O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US2O1,Nao,Sim,erro de DOMINIO (estagio 1)
A39US3O1,Nao,Sim,erro de DOMINIO (estagio 1)
A39US4O1,Nao,Nao,erro de DOMINIO (estagio 1)
A39US5O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A39US6O1,Nao,Nao,erro de DOMINIO (estagio 1)
A39US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A39US8O1,Nao,Nao,erro de DOMINIO (estagio 1)
A39US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A39US10O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US1Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US3Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US4Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US6Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US7Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US8Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A40US1Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US2Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US3Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A40US4Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US5Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A40US6Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US7Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A40US8Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US9Ll,Nao,Sim,erro de DOMINIO (estagio 1)
A40US10Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US1O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A40US2O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US4O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US6O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US8O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A40US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US1Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US3Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US4Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US6Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US7Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US8Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A41US1Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US2Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US3Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US4Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US5Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US6Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US7Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US8Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US9Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A41US1O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US2O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US4O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A41US5O1,Nao,Sim,erro de DOMINIO (estagio 1)
A41US6O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US8O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A41US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US1Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US2Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US3Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US4Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US5Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US6Ge,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US7Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US8Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US9Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US10Ge,Nao,Nao,erro de DOMINIO (estagio 1)
A42US1Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US2Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A42US3Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US4Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A42US5Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US6Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A42US7Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US8Ll,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US9Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A42US10Ll,Nao,Nao,erro de DOMINIO (estagio 1)
A42US1O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US2O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US3O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US4O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US5O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US6O1,Sim,Nao,"dominio ok, erro/vazio de ML TASK (estagio 2)"
A42US7O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US8O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US9O1,Nao,Nao,erro de DOMINIO (estagio 1)
A42US10O1,Nao,Nao,erro de DOMINIO (estagio 1)
